Id;Label;City;State;Country;Operating Status;Company Type;Number of Investments;Number of Lead Investments;Number of Diversity Investments;Number of Exits;Number of Lead Investors;Number of Investors;Number of Funding Rounds;Funding Status;Last Funding Date;Last Funding Amount;Last Funding Type;Last Equity Funding Type;Last Equity Funding Amount;Total Funding Amount;Number of Events;Aberdeen - IT Spend;Lat Country;Long Country;Lat State;Long State
CollegeDekho;CollegeDekho;Gurgaon; Haryana; India;Active;For Profit;0;0;0;0;5;6;5;Early Stage Venture;8/09/2021;27095773;Series B;Series B;27095773;40095773;0;0;22,3511148;78,6677428;29;76
Beewise;Beewise;Bet Haemek; HaZafon; Israel;Active;For Profit;0;0;0;0;5;14;7;Late Stage Venture;30/03/2022;80000000;Series C;Series C;80000000;118714134;0;0;30,8124247;34,8594762;32,861942;35,4740892
EnrichHER;EnrichHER;Atlanta; Georgia; United States;Active;For Profit;8;8;1;0;3;7;5;Seed;25/03/2021;700000;Seed;Seed;700000;1550000;1;0;39,7837304;-100,445882;32,3293809;-83,1137366
500 Startups;500 Startups;San Francisco; California; United States;Active;For Profit;2779;378;481;327;1;6;8;;17/02/2021;0;Venture - Series Unknown;Venture - Series Unknown;0;2163000;69;54440;39,7837304;-100,445882;36,7014631;-118,755997
Gem;Gem;San Francisco; California; United States;Active;For Profit;0;0;0;0;3;15;4;Late Stage Venture;28/09/2021;100000000;Series C;Series C;100000000;148000000;1;0;39,7837304;-100,445882;36,7014631;-118,755997
Gig Wage;Gig Wage;Dallas; Texas; United States;Active;For Profit;0;0;0;0;6;12;7;Early Stage Venture;10/07/2021;3250000;Debt Financing;Series A;2500000;16470000;0;0;39,7837304;-100,445882;31,2638905;-98,5456116
Fiveable;Fiveable;Milwaukee; Wisconsin; United States;Active;For Profit;0;0;0;0;5;21;10;Early Stage Venture;28/09/2021;10000000;Series A;Series A;10000000;15057342;0;0;39,7837304;-100,445882;44,4308975;-89,6884637
Firstbase;Firstbase;New York; New York; United States;Active;For Profit;0;0;0;0;4;20;6;Early Stage Venture;25/03/2022;50000000;Series B;Series B;50000000;65100000;0;0;39,7837304;-100,445882;40,7127281;-74,0060152
Carbon;Carbon;Redwood City; California; United States;Active;For Profit;0;0;0;0;9;29;9;Late Stage Venture;15/12/2021;1350000;Secondary Market;Series E;260000000;683350000;4;4960806;39,7837304;-100,445882;36,7014631;-118,755997
Altibbi;Altibbi;Dubai; Dubai; United Arab Emirates;Active;For Profit;0;0;0;0;6;10;4;Early Stage Venture;28/03/2022;44000000;Series B;Series B;44000000;52500000;1;0;24,0002488;53,9994829;25,07428235;55,18853865
Boba Network;Boba Network;Palo Alto; California; United States;Active;For Profit;0;0;0;0;1;26;1;Early Stage Venture;5/04/2022;45000000;Series A;Series A;45000000;45000000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
CaptivateIQ;CaptivateIQ;San Francisco; California; United States;Active;For Profit;0;0;0;0;5;16;5;Late Stage Venture;26/01/2022;100000000;Series C;Series C;100000000;164600000;1;495333;39,7837304;-100,445882;36,7014631;-118,755997
Automattic;Automattic;San Francisco; California; United States;Active;For Profit;14;4;1;1;7;28;13;;17/02/2021;288000000;Venture - Series Unknown;Venture - Series Unknown;288000000;985900000;20;0;39,7837304;-100,445882;36,7014631;-118,755997
Corning;Corning;Corning; New York; United States;Active;For Profit;18;4;1;7;2;2;3;IPO;10/06/2020;204000000;Grant;Post-IPO Equity;250000000;654000000;26;173500078;39,7837304;-100,445882;40,7127281;-74,0060152
Ascend.io;Ascend.io;Palo Alto; California; United States;Active;For Profit;0;0;0;0;4;10;3;Early Stage Venture;6/04/2022;31000000;Series B;Series B;31000000;50000000;1;0;39,7837304;-100,445882;36,7014631;-118,755997
Amagi Media Labs;Amagi Media Labs;New York; New York; United States;Active;For Profit;0;0;0;0;4;8;6;;16/03/2022;95000000;Venture - Series Unknown;Venture - Series Unknown;95000000;240200000;1;0;39,7837304;-100,445882;40,7127281;-74,0060152
Blockstream;Blockstream;Victoria; British Columbia; Canada;Active;For Profit;0;0;0;0;9;29;6;Early Stage Venture;30/11/2021;0;Series B;Series B;0;299000000;3;0;61,0666922;-107,991707;55,001251;-125,002441
BITKRAFT Ventures;BITKRAFT Ventures;San Francisco; California; United States;Active;Non Profit;103;61;3;2;1;1;1;;5/04/2022;2500000;Corporate Round;Corporate Round;2500000;2500000;4;0;39,7837304;-100,445882;36,7014631;-118,755997
ConsenSys;ConsenSys;Brooklyn; New York; United States;Active;For Profit;43;15;1;3;4;39;5;Late Stage Venture;15/03/2022;450000000;Series D;Series D;450000000;725000000;26;0;39,7837304;-100,445882;40,7127281;-74,0060152
Auth0;Auth0;Bellevue; Washington; United States;Active;For Profit;0;0;0;0;5;17;10;M&A;1/12/2020;0;Secondary Market;Series F;120000000;332275000;29;0;39,7837304;-100,445882;38,8950368;-77,0365427
Arweave;Arweave;London; England; United Kingdom;Active;For Profit;12;2;0;0;1;15;7;;1/12/2020;0;Initial Coin Offering;Initial Coin Offering;0;22000000;0;0;54,7023545;-3,2765753;52,5310214;-1,2649062
Deepcell;Deepcell;Menlo Park; California; United States;Active;For Profit;0;0;0;0;3;11;4;Early Stage Venture;17/03/2022;73000000;Series B;Series B;73000000;98000000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Advantage Capital;Advantage Capital;New Orleans; Louisiana; United States;Active;Non Profit;1126;80;52;117;1;1;1;;22/05/2014;77000000;Debt Financing;;0;77000000;0;1979600;39,7837304;-100,445882;30,8703881;-92,007126
Cloudera;Cloudera;Palo Alto; California; United States;Active;For Profit;0;0;0;0;6;23;13;M&A;7/04/2018;0;Post-IPO Secondary;Venture - Series Unknown;0;1041000000;113;125226018;39,7837304;-100,445882;36,7014631;-118,755997
Dfns;Dfns;Paris; Ile-de-France; France;Active;For Profit;0;0;0;0;1;17;2;Seed;13/04/2022;13500000;Seed;Seed;13500000;14592408;0;0;46,603354;1,8883335;48,6443057;2,7537863
Cottage;Cottage;San Francisco; California; United States;Active;For Profit;0;0;0;0;3;11;2;Early Stage Venture;6/04/2022;15000000;Series A;Series A;15000000;18500000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Astranis;Astranis;San Francisco; California; United States;Active;For Profit;0;0;0;0;6;40;7;Late Stage Venture;14/04/2021;250000000;Series C;Series C;250000000;353499998;1;1910170;39,7837304;-100,445882;36,7014631;-118,755997
BoostUp.ai;BoostUp.ai;Santa Clara; California; United States;Active;For Profit;0;0;0;0;3;11;3;Early Stage Venture;29/03/2022;28500000;Series B;Series B;28500000;56750000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Everlaw;Everlaw;Oakland; California; United States;Active;For Profit;0;0;0;0;4;7;6;Late Stage Venture;2/11/2021;202000000;Series D;Series D;202000000;298604995;4;203252;39,7837304;-100,445882;36,7014631;-118,755997
Arzeda;Arzeda;Seattle; Washington; United States;Active;For Profit;0;0;0;0;3;13;7;Early Stage Venture;29/03/2022;33000000;Series B;Series B;33000000;49349000;0;73878;39,7837304;-100,445882;38,8950368;-77,0365427
Clever;Clever;San Francisco; California; United States;Active;For Profit;0;0;0;0;1;24;5;M&A;16/12/2014;30000000;Series B;Series B;30000000;43320000;1;0;39,7837304;-100,445882;36,7014631;-118,755997
Clip;Clip;Mexico City; Distrito Federal; Mexico;Active;For Profit;0;0;0;0;7;16;10;Late Stage Venture;10/06/2021;250000000;Series D;Series D;250000000;403680615;2;0;19,4326296;-99,1331785;19,4326296;-99,1331785
Bpifrance;Bpifrance;Maisons-alfort; Ile-de-France; France;Active;Non Profit;839;228;3;98;0;0;0;;;0;;;0;0;14;0;46,603354;1,8883335;48,6443057;2,7537863
Deutsche Bank;Deutsche Bank;Frankfurt; Hessen; Germany;Active;For Profit;140;35;2;63;2;3;4;IPO;13/10/2020;0;Post-IPO Equity;Post-IPO Equity;0;0;40;4940975;51,1638175;10,4478313;50,6080651;9,0284647
DataRails;DataRails;Tel Aviv; Tel Aviv; Israel;Active;For Profit;0;0;0;0;5;14;7;Early Stage Venture;10/03/2022;50000000;Series B;Series B;50000000;103500000;0;0;30,8124247;34,8594762;32,0852997;34,7818064
Functionland;Functionland;Toronto; Ontario; Canada;Active;For Profit;0;0;0;0;1;17;4;Seed;20/03/2022;0;Non-equity Assistance;Seed;1100000;2215000;0;0;61,0666922;-107,991707;50,000678;-86,000977
BitGo;BitGo;Palo Alto; California; United States;Closed;For Profit;0;0;0;0;4;24;7;M&A;8/02/2022;0;Venture - Series Unknown;Venture - Series Unknown;0;69500000;6;128633;39,7837304;-100,445882;36,7014631;-118,755997
Arena.im;Arena.im;San Francisco; California; United States;Active;For Profit;0;0;0;0;3;10;5;Early Stage Venture;30/03/2022;13600000;Series A;Series A;13600000;16000000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Adaptive Biotechnologies;Adaptive Biotechnologies;Seattle; Washington; United States;Active;For Profit;0;0;0;0;3;7;10;IPO;24/03/2022;0;Post-IPO Equity;Post-IPO Equity;0;406850000;0;7590950;39,7837304;-100,445882;38,8950368;-77,0365427
FloQast;FloQast;Sherman Oaks; California; United States;Active;For Profit;0;0;0;0;6;11;8;Late Stage Venture;21/07/2021;110000000;Series D;Series D;110000000;229866665;6;382015;39,7837304;-100,445882;36,7014631;-118,755997
Cross River;Cross River;Fort Lee; New Jersey; United States;Active;For Profit;7;4;2;0;5;14;7;Late Stage Venture;30/03/2022;620000000;Series D;Series D;620000000;908000000;4;0;39,7837304;-100,445882;40,0757384;-74,4041622
FiveAI;FiveAI;Cambridge; Cambridgeshire; United Kingdom;Active;For Profit;0;0;0;0;5;7;3;M&A;3/03/2020;41000000;Series B;Series B;41000000;78700000;0;0;54,7023545;-3,2765753;52,333333;0,083333
Drata;Drata;San Diego; California; United States;Active;For Profit;0;0;0;0;3;12;3;Early Stage Venture;8/11/2021;100000000;Series B;Series B;100000000;128240856;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Airbnb;Airbnb;San Francisco; California; United States;Active;For Profit;18;12;1;2;15;82;33;IPO;3/06/2020;0;Secondary Market;Private Equity;1000000000;5975632100;32;267686212;39,7837304;-100,445882;36,7014631;-118,755997
BigBear.ai;BigBear.ai;Columbia; Maryland; United States;Active;For Profit;0;0;0;0;0;3;1;M&A;8/12/2021;200000000;Post-IPO Debt;;0;200000000;0;0;39,7837304;-100,445882;39,5162401;-76,9382069
Akeneo;Akeneo;Nantes; Pays de la Loire; France;Active;For Profit;0;0;0;0;3;8;6;Late Stage Venture;15/03/2022;135000000;Series D;Series D;135000000;196432787;1;0;46,603354;1,8883335;47,6594864;-0,8186143
Datanomik;Datanomik;Montevideo; NA - Uruguay; Uruguay;Active;For Profit;0;0;0;0;1;10;1;Seed;31/03/2022;6000000;Seed;Seed;6000000;6000000;0;0;-32,8755548;-56,0201525;28,4678872;-16,2677961
AgentSync;AgentSync;Denver; Colorado; United States;Active;For Profit;0;0;0;0;4;19;4;Early Stage Venture;7/12/2021;75000000;Series B;Series B;75000000;111100000;0;0;39,7837304;-100,445882;38,7251776;-105,607716
FanDuel;FanDuel;New York; New York; United States;Active;For Profit;0;0;0;0;4;25;7;M&A;15/09/2016;55000000;Convertible Note;Series E;275000000;416200000;4;0;39,7837304;-100,445882;40,7127281;-74,0060152
Duck Creek Technologies;Duck Creek Technologies;Boston; Massachusetts; United States;Active;For Profit;0;0;0;0;7;8;3;M&A;10/06/2020;230000000;Private Equity;Private Equity;230000000;357000000;8;3885847;39,7837304;-100,445882;42,3788774;-72,032366
Chainlink;Chainlink;Grand Cayman; Midland; Cayman Islands;Active;For Profit;0;0;0;0;1;9;4;;20/09/2017;32000000;Initial Coin Offering;Initial Coin Offering;32000000;32000000;4;0;19,70318225;-79,91746272;19,2988826;-81,2208789
Cyberpion;Cyberpion;Tel Aviv-yafo; Tel Aviv; Israel;Active;For Profit;0;0;0;0;3;3;2;Early Stage Venture;30/03/2022;27000000;Series A;Series A;27000000;35250000;0;0;30,8124247;34,8594762;32,0852997;34,7818064
Elastic;Elastic;Mountain View; California; United States;Active;For Profit;0;0;0;0;3;7;5;IPO;3/05/2018;0;Secondary Market;Series D;57999996;161999996;52;0;39,7837304;-100,445882;36,7014631;-118,755997
BlueVoyant;BlueVoyant;New York; New York; United States;Active;For Profit;0;0;0;0;4;8;4;Late Stage Venture;23/02/2022;250000000;Series D;Series D;250000000;525500000;2;1584787;39,7837304;-100,445882;40,7127281;-74,0060152
Carto;Carto;New York; New York; United States;Active;For Profit;0;0;0;0;4;11;5;Late Stage Venture;14/12/2021;61000000;Series C;Series C;61000000;92000000;19;0;39,7837304;-100,445882;40,7127281;-74,0060152
D-ID;D-ID;Tel Aviv; Tel Aviv; Israel;Active;For Profit;0;0;0;0;3;16;5;Early Stage Venture;22/03/2022;25000000;Series B;Series B;25000000;47881868;6;0;30,8124247;34,8594762;32,0852997;34,7818064
ChannelEngine;ChannelEngine;Leiden; Zuid-Holland; The Netherlands;Active;For Profit;0;0;0;0;4;6;4;Early Stage Venture;15/03/2022;49858245;Series B;Series B;49858245;57185636;0;0;52,24764975;5,541246849;51,9966792;4,5597397
Firefly Aerospace;Firefly Aerospace;Cedar Park; Texas; United States;Active;For Profit;0;0;0;0;2;11;8;M&A;22/03/2022;75000000;Series B;Series B;75000000;271557023;1;0;39,7837304;-100,445882;31,2638905;-98,5456116
Bigblue;Bigblue;Paris; Ile-de-France; France;Active;For Profit;0;0;0;0;4;9;4;Early Stage Venture;25/03/2022;15003569;Series A;Series A;15003569;18576841;0;0;46,603354;1,8883335;48,6443057;2,7537863
DNAnexus;DNAnexus;Mountain View; California; United States;Active;For Profit;0;0;0;0;9;18;9;Late Stage Venture;8/03/2022;200000000;Series H;Series H;200000000;472550000;1;386055;39,7837304;-100,445882;36,7014631;-118,755997
Emeritus;Emeritus;Singapore; Central Region; Singapore;Active;For Profit;0;0;0;0;3;3;3;Late Stage Venture;8/03/2022;350000000;Debt Financing;Series E;650000000;1040000000;0;0;1,357107;103,8194992;1,28593325;103,8070165
Amplience;Amplience;London; England; United Kingdom;Active;For Profit;0;0;0;0;4;6;9;Late Stage Venture;15/03/2022;99804230;Series D;Series D;99804230;178131237;4;0;54,7023545;-3,2765753;52,5310214;-1,2649062
Couchbase;Couchbase;Santa Clara; California; United States;Active;For Profit;0;0;0;0;8;10;8;IPO;21/05/2020;105000000;Series G;Series G;105000000;251000000;47;8701782;39,7837304;-100,445882;36,7014631;-118,755997
ANSYS;ANSYS;Canonsburg; Pennsylvania; United States;Active;For Profit;0;0;0;0;0;1;2;IPO;9/12/2020;206770400;Post-IPO Equity;Post-IPO Equity;206770400;206770400;30;242209019;39,7837304;-100,445882;40,9699889;-77,7278831
Glance;Glance;Singapore; Central Region; Singapore;Active;For Profit;1;1;0;0;3;3;3;Late Stage Venture;14/02/2022;200000000;Series D;Series D;200000000;390000000;0;0;1,357107;103,8194992;1,28593325;103,8070165
Ajaib;Ajaib;Jakarta; Jakarta Raya; Indonesia;Active;For Profit;0;0;0;0;6;13;5;Early Stage Venture;4/10/2021;153000000;Series B;Series B;153000000;245100000;1;0;-2,4833826;117,8902853;-6,2714155;106,7524204
Buyk;Buyk;New York; New York; United States;Active;For Profit;0;0;0;0;0;4;2;Seed;13/12/2021;0;Debt Financing;Seed;46000000;46000000;0;0;39,7837304;-100,445882;40,7127281;-74,0060152
Goldman Sachs;Goldman Sachs;New York; New York; United States;Active;For Profit;912;349;45;315;0;0;0;IPO;;0;;;0;0;42;3385734453;39,7837304;-100,445882;40,7127281;-74,0060152
Five9;Five9;San Ramon; California; United States;Active;For Profit;1;0;0;0;5;7;8;IPO;10/03/2014;30000000;Debt Financing;Series D;22000000;114100000;15;0;39,7837304;-100,445882;36,7014631;-118,755997
Card91;Card91;Bengaluru; Karnataka; India;Active;For Profit;0;0;0;0;3;8;2;Seed;27/03/2022;13000000;Seed;Seed;13000000;14000000;0;0;22,3511148;78,6677428;14,5203896;75,7223521
ByteDance;ByteDance;Shanghai; Shanghai; China;Active;For Profit;52;29;0;3;13;29;12;Private Equity;11/12/2020;2000000000;Private Equity;Private Equity;2000000000;9405000000;4;0;35,000074;104,999927;31,2312707;121,4700152
Goodwater Capital;Goodwater Capital;Burlingame; California; United States;Active;Non Profit;202;64;32;6;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;36,7014631;-118,755997
E2open;E2open;Austin; Texas; United States;Active;For Profit;0;0;0;0;1;1;2;M&A;5/02/2021;175000000;Post-IPO Equity;Post-IPO Equity;175000000;1125000000;5;0;39,7837304;-100,445882;31,2638905;-98,5456116
Cruise;Cruise;San Francisco; California; United States;Active;For Profit;0;0;0;0;9;46;13;M&A;18/03/2022;2100000000;Secondary Market;Corporate Round;1350000000;15118800000;11;3812640;39,7837304;-100,445882;36,7014631;-118,755997
Columbia Care;Columbia Care;New York; New York; United States;Active;For Profit;1;0;1;0;1;2;6;M&A;3/02/2022;185000000;Post-IPO Debt;Post-IPO Equity;117859747;407959747;0;0;39,7837304;-100,445882;40,7127281;-74,0060152
FRVR;FRVR;Saint Paul's Bay; NA - Malta; Malta;Active;For Profit;0;0;0;0;2;5;3;Early Stage Venture;17/03/2022;76000000;Series A;Series A;76000000;82019375;0;0;35,8885993;14,4476911;35,89181335;14,51842331
CRED;CRED;Bengaluru; Karnataka; India;Active;For Profit;1;0;0;0;9;33;9;;7/04/2022;200000000;Venture - Series Unknown;Venture - Series Unknown;200000000;922205550;0;0;22,3511148;78,6677428;14,5203896;75,7223521
Cialfo;Cialfo;Singapore; Central Region; Singapore;Active;For Profit;0;0;0;0;6;19;5;Early Stage Venture;10/03/2022;20000000;Series B;Series B;20000000;82600000;0;0;1,357107;103,8194992;1,28593325;103,8070165
Cushman & Wakefield;Cushman & Wakefield;New York; New York; United States;Active;For Profit;5;2;1;1;2;3;3;M&A;10/09/2019;72500000;Post-IPO Debt;Corporate Round;0;83700000;18;0;39,7837304;-100,445882;40,7127281;-74,0060152
Glassdoor;Glassdoor;Mill Valley; California; United States;Active;For Profit;13;0;4;5;7;11;10;M&A;26/01/2017;0;Secondary Market;Series H;40000000;204500000;1;0;39,7837304;-100,445882;36,7014631;-118,755997
B Capital Group;B Capital Group;Manhattan Beach; California; United States;Active;Non Profit;154;70;24;3;0;0;0;;;0;;;0;0;1;0;39,7837304;-100,445882;36,7014631;-118,755997
Credit Suisse;Credit Suisse;ZÃ¼rich; Zurich; Switzerland;Active;For Profit;145;56;5;59;0;0;0;IPO;;0;;;0;0;32;0;46,7985624;8,2319736;47,3744489;8,5410422
BoxGroup;BoxGroup;New York; New York; United States;Active;Non Profit;546;15;131;103;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;40,7127281;-74,0060152
Barclays;Barclays;London; England; United Kingdom;Active;For Profit;117;36;13;33;0;0;0;IPO;;0;;;0;0;28;0;54,7023545;-3,2765753;52,5310214;-1,2649062
Alchemist Accelerator;Alchemist Accelerator;San Francisco; California; United States;Active;Non Profit;566;61;101;45;5;15;8;;18/09/2020;0;Venture - Series Unknown;Venture - Series Unknown;0;9100000;21;0;39,7837304;-100,445882;36,7014631;-118,755997
Broadridge;Broadridge;New York; New York; United States;Active;For Profit;7;1;0;0;0;0;2;IPO;17/05/2021;1000000000;Post-IPO Debt;;0;1750000000;5;749055000;39,7837304;-100,445882;40,7127281;-74,0060152
Brightspark Ventures;Brightspark Ventures;MontrÃ©al; Quebec; Canada;Active;Non Profit;56;19;0;10;2;2;2;;5/11/2018;50000000;Grant;Venture - Series Unknown;6000000;56000000;1;619426;61,0666922;-107,991707;52,4760892;-71,8258668
Ceras Ventures;Ceras Ventures;Dubai; Dubai; United Arab Emirates;Active;For Profit;10;0;0;0;0;0;1;Seed;1/12/2020;30000000;Pre-Seed;Pre-Seed;30000000;30000000;0;0;24,0002488;53,9994829;25,07428235;55,18853865
Baillie Gifford;Baillie Gifford;Edinburgh; Edinburgh; City of;Active;Non Profit;147;43;11;38;0;0;1;;24/02/2021;0;Secondary Market;;0;0;0;0;51,5276582;-0,103524478;55,9519018;-3,1904199
FootPrint Coalition;FootPrint Coalition;Beverly Hills; California; United States;Active;For Profit;17;1;4;0;0;0;1;;28/01/2021;50000000;Venture - Series Unknown;Venture - Series Unknown;50000000;50000000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
